Gender,Height,Weight,Muscle,Brain
Female,131.81,68.16,82.13439,179.5128331
Male,174.6,55.84,88.54508,189.9219016
Male,176.06,60.2,90.70942,193.3931185
Male,177.54,87.38,102.16684,211.4385612
Female,161.42,67.31,89.69431,191.7676711
Female,163.98,60.56,87.63058,188.4488488
Female,151.45,71.6,88.77835,190.2970369
Female,166.56,91.67,100.98121,209.5955954
Female,164.23,47.14,82.23539,179.6783668
Female,131.93,71.16,83.38743,181.562923
Male,179.46,91.73,104.44993,214.9724663
Male,174.11,75.87,96.56646,202.6849291
Male,161.52,101.57,103.66483,213.7594404
Female,154.74,64.53,86.77929,187.0741555
Female,147.49,51.36,79.48335,175.1494776
Female,154.2,73.94,90.46498,193.0021259
Male,192.72,61.43,95.65825,201.253549
Male,183.98,87.37,103.88225,214.0955964
Male,172.4,69.83,93.65161,198.0788747
Male,183.34,62.63,93.64219,198.0639316
Male,166.79,102.45,105.43008,216.4836622
Male,174.91,69.23,94.07758,198.7542056
Female,145.86,43.67,75.91831,169.2238701
Female,160.13,65.9,88.77601,190.293275
Male,170.25,81.59,97.86388,204.7239002
Male,158.07,88.2,97.30209,203.8418493
Male,186.2,71.22,97.90194,204.7836113
Male,179.16,89.29,103.37675,213.3137644
Female,168.69,84,98.42823,205.6086969
Female,134.61,71.45,84.22102,182.9224867
Female,169.49,65.55,91.13268,194.0695195
Female,160.21,90.34,98.74445,206.1039169
Male,159.3,75.94,92.64068,196.473067
Male,176.63,92.94,104.18679,214.5661543
Male,172.77,76.16,96.32671,202.3074004
Female,132.89,88.32,90.62787,193.262705
Female,141.82,60.46,81.67316,178.7562533
Female,150.01,73.75,89.26892,191.0851486
Female,171.6,72.51,94.52877,199.4686871
Female,155.12,71.19,89.59137,191.602582
Female,151.28,62.58,85.06182,184.2904061
Male,164.6,72.1,92.4929,196.2379604
Female,157.03,50.46,81.66423,178.7415945
Female,124.91,75.96,83.46669,181.6923397
Female,144.02,76.88,88.9435,190.5624754
Male,175.61,81.23,99.14848,206.7360764
Male,181.14,83.77,101.65877,210.6494658
Male,190.65,42.22,87.28709,187.8945725
Male,195.93,83.22,105.38385,216.4124639
Male,167.02,78.84,95.88222,201.6068503
Female,148.6,68.19,86.62953,186.8319698
Female,133.25,70.23,83.36136,181.5203489
Female,140.72,59.4,80.94804,177.5646368
Male,178.8,68.24,94.71328,199.760622
Male,198.57,65.99,99.07612,206.6229068
Male,166.09,80.55,96.32988,202.3123937
Male,174.26,90.37,102.50801,211.9678897
Male,173.85,74.65,96.0005,201.7933477
Female,157.48,62.53,86.69687,186.9408822
Female,147.33,59.92,82.92455,180.8065114
Male,163.5,71.14,91.80848,195.1478729
Male,177.37,101.32,107.79503,220.1155769
Male,155.81,98.82,101.02101,209.6575487
Female,136.76,75.84,86.5818,186.7547608
Female,140.89,72.76,86.43095,186.5106729
Female,161.79,47.18,81.60019,178.6364591
Female,166.94,51.87,84.88407,184.0015029
Female,138.65,44.33,74.26186,166.4470456
Female,147,60.43,83.04401,181.0018268
Female,121.75,50.61,72.30552,163.1474591
Male,176.91,48.75,86.27622,186.2601961
Female,147.31,51.34,79.42715,175.0565877
Female,140.68,52.76,78.23488,173.0820537
Female,153.94,61.44,85.30806,184.6903794
Male,177.71,92.83,104.43038,214.9422881
Male,162.39,86.02,97.56827,204.2599294
Male,173.68,52.16,86.80168,187.1103547
Male,164.48,61.84,88.28504,189.5034246
Male,171,58.34,88.60138,190.0124636
Female,130.13,69.34,82.16609,179.5647932
Female,143.26,47.53,76.79513,170.6876047
Female,154.87,61.88,85.73545,185.3839143
Female,166.1,60.15,88.02975,189.0922918
Male,171.18,100.8,105.93066,217.2541008
Male,170.16,85.54,99.4475,207.2035188
Male,165.23,107.34,107.00379,218.9026879
Male,160.85,92.69,99.87178,207.8661713
Female,144.55,46.61,76.76512,170.6375763
Female,142.43,47.02,76.36595,169.9716707
Female,139.9,61.12,81.42914,178.3555426
Female,177.43,74.79,97.01334,203.3879958
Male,177.56,102.18,108.19578,220.7290355
Male,180.87,61.17,92.38848,196.0717796
Male,161.46,71.89,91.56905,194.7660495
Female,148.55,72.56,88.39477,189.6800483
Female,153.92,52.42,81.63158,178.6879951
Male,172.06,53.22,86.80056,187.108544
Female,138.06,66.99,83.32695,181.4641498
Female,133.16,66.54,81.8355,179.0226697
Male,168.64,57.37,87.57647,188.3615697
Male,175.89,58.92,90.14307,192.4868133
Male,173.5,53.69,87.37633,188.0386279
Female,150.12,53.73,81.15015,177.8970389
Female,142.66,67.18,84.63248,183.5923262
Male,157.56,72.8,90.89812,193.6947724
Male,173.68,60.49,90.19199,192.5651539
Male,171.2,57.19,88.18673,189.3451361
Female,168.1,67.26,91.45752,194.5881054
Female,157.05,78.64,93.13883,197.2648959
Female,141.93,52.43,78.43432,173.41287
Female,130.47,58.36,77.78801,172.3400522
Male,154.09,95.19,99.08436,206.635795
Male,156.01,58.8,84.78627,183.8424806
Female,152.75,63.42,85.79619,185.4824082
Female,166.3,40.6,80.1263,176.2110101
Male,156.71,79.21,93.28004,197.4891619
Male,157.59,83.35,95.19998,200.5300061
Male,164.67,65.84,89.96377,192.1995909
Male,161.81,107.86,106.30229,217.8254848
Male,169.53,76.65,95.66106,201.2579829
Male,160.07,92.95,99.76934,207.7062422
Male,163.9,94.31,101.34547,210.1623809
Male,169.66,84.91,99.05759,206.5939229
Female,143.11,66.5,84.47587,183.3374679
Female,152.13,91.14,96.91269,203.2297161
Female,150.48,42.84,76.81404,170.7191263
Female,129.27,62.56,79.17701,174.6429453
Male,184.96,76.42,99.68726,207.5780694
Female,133.28,58.86,78.74178,173.9224502
Female,143.31,55.55,80.07262,176.1224642
Female,158.4,59.91,85.87617,185.6120744
Female,147.23,62.32,83.87465,182.3579766
Female,146.34,66.85,85.48073,184.970679
Male,182.59,73.82,97.99627,204.9315776
Male,158.51,88.8,97.66377,204.4098585
Female,150.88,57.51,82.89153,180.7525117
Female,148.83,64.8,85.31121,184.6954941
Female,141.97,45.79,75.74252,168.9299046
Male,183.26,65.49,94.78485,199.873823
Male,165.14,72.21,92.68185,196.5385486
Male,173.24,62.2,90.77048,193.4907456
Female,147.77,58.55,82.48444,180.0863296
Female,140.66,61.48,81.77858,178.9292732
Female,146.38,72.48,87.78282,188.6943386
Male,159.41,92.46,99.39369,207.1194264
Male,173.01,70.89,94.2459,199.0208486
Male,154.76,71.94,89.8005,191.9379227
Male,167.9,90.43,100.83431,209.3668756
Male,195.43,54.14,93.41479,197.7030892
Female,141.67,53.84,78.93877,174.2486774
Female,153.08,68.79,88.06989,189.1569551
Female,170.64,40.04,81.05716,177.7441277
Male,163.7,81.28,95.98886,201.774997
Male,173.91,74.05,95.77232,201.4335145
Male,169.88,55.65,87.20751,187.7660797
Male,166.64,76.18,94.69814,199.7366726
Male,176.55,62.91,91.94322,195.3626358
Male,170.74,73.57,94.73057,199.7879713
Female,133.99,76.03,85.91954,185.6823746
Female,148.75,64.81,85.29392,184.6674193
Female,157.9,55.95,84.13095,182.7757475
Female,138.25,85.08,90.74031,193.4425097
Male,168.93,91.94,101.72389,210.7506602
Male,170.88,77.04,96.18024,202.076642
Male,182.72,37.86,83.39526,181.5757093
Female,170.45,50.43,85.23516,184.5719963
Female,136.33,61.3,80.54921,176.9080877
Female,159.97,61.43,86.914,187.2919138
Female,138.63,46.62,75.18855,168.0024079
Female,145.42,77.48,89.5615,191.5546694
Male,196.92,73.52,101.70028,210.7139729
Male,185.12,85.64,103.48252,213.4774326
Male,155.79,95.75,99.76618,207.7013081
Female,164.55,75.11,93.70462,198.1629582
Female,127.66,69.19,81.44555,178.3824993
Female,152.7,82.01,93.34897,197.5986039
Female,165.81,73.9,93.54857,197.9154002
Male,165.23,93.13,101.22032,209.9677061
Female,156.36,59.87,85.31521,184.701989
Female,147.69,50.67,79.25592,174.7734695
Male,175.14,62.09,91.23301,194.2297391
Male,179.75,82.28,100.68121,209.128414
Female,155.58,66.76,87.91118,188.9012389
Female,160.52,57.69,85.53867,185.0647028
Male,165.23,84.89,97.86664,204.7282305
Male,154.24,95.82,99.38082,207.0993119
Male,168.56,89.04,100.4448,208.7600143
Female,155.78,62.58,86.26332,186.2393086
Female,148.62,56,81.67354,178.7568771
Male,177.58,100.98,107.71272,219.9895082
Male,169.5,74.49,94.77393,199.8565525
Female,166.73,65.6,90.41611,192.9239245
Female,156.61,50.45,81.54802,178.5507956
Female,150.13,45.93,77.97822,172.6560147
Male,163.03,60.35,87.29146,187.9016277
Male,185.51,69.54,97.03395,203.4204015
Female,157.28,66.61,88.30403,189.5339952
Female,135.63,69.24,83.59389,181.8999692
Male,170.41,59.26,88.81829,190.361242
Male,175.55,75.15,96.6579,202.8288557
Male,162.34,92.47,100.18007,208.3472258
Female,142.41,83.04,91.02075,193.8907236
Female,149.58,58.35,82.88631,180.7439747
Female,178.31,75.6,97.57797,204.2751595
Male,176.1,58.03,89.83691,191.9962863
Male,176.99,96.46,105.71555,216.9231385
Female,149.9,72.59,88.76743,190.2794813
Female,151.82,66.71,86.88691,187.2481297
Male,160.27,63.81,87.96276,188.9843581
Male,173.36,111.46,110.85134,224.7798798
Female,153.41,92.82,97.93821,204.8405087
Female,132.54,82.2,88.04358,189.114572
Female,138.41,82.64,89.78995,191.9210104
Female,152.8,74.06,90.14002,192.4819287
Female,153.19,66.45,87.14688,187.6681646
Male,165.61,62.75,88.95712,190.5843607
Male,166.02,57.89,87.08857,187.5739801
Female,144.66,74.64,88.2027,189.3708523
Male,154.89,53.13,82.17954,179.5868379
Female,138.79,73.7,86.25283,186.2223227
Female,147.17,44.4,76.56519,170.3041565
Female,139.98,72.07,85.90715,185.662292
Male,168.94,65.94,91.14456,194.0884933
Male,185.76,59.77,93.12431,197.2418308
Male,181.77,76.22,98.75413,206.1190701
Female,145.38,43.23,75.61107,168.7099754
Female,138,56.05,78.85835,174.1155217
Female,148.52,71.46,87.93906,188.946168
Female,136.94,63.82,81.73772,178.8622186
Female,155.51,52.66,82.15379,179.5446326
Male,163.52,98.6,102.99004,212.7150138
Male,165.05,67.55,90.7612,193.4759091
Female,151.44,67.02,86.91162,187.2880672
Male,160.65,61.94,87.30313,187.9204678
Male,165.91,71.32,92.52521,196.2893711
Male,192.09,77.12,101.87587,210.9867692
Male,167.44,96.51,103.18605,213.01857
Female,155,38.47,76.24229,169.7652015
Female,131.55,81.07,87.31934,187.9466363
Female,143.11,68.33,85.22068,184.5484791
Female,136.36,53.33,77.31343,171.550872
Male,164.99,95.6,102.16153,211.4303192
Male,165.37,75.82,94.21253,198.9679952
Male,176.6,73.92,96.43764,202.4821084
Male,190.42,61.75,95.17439,200.4895775
Male,172.78,80.29,98.01029,204.9535663
Male,156.9,93.7,99.2282,206.8607329
Female,152.3,60.04,84.30038,183.051745
Female,154.27,59.91,84.77346,183.8216482
Female,135.47,63.38,81.16615,177.9233446
Female,146.14,44.75,76.43263,170.0829684
Female,146.45,52.48,79.66151,175.4438402
Male,186.19,88.46,104.91595,215.6914163
Male,176.3,76.05,97.22445,203.7198489
Male,164.6,61.13,88.02811,189.0896496
Male,150.65,64.01,85.47562,184.9623859
Female,154.76,59.05,84.55427,183.4650664
Female,141.44,58.5,80.77398,177.278201
Female,165.4,72.16,92.73092,196.6165858
Female,146.93,61.71,83.54628,181.8222643
Female,153.12,59.95,84.48269,183.3485688
Female,139.67,88.07,92.33638,195.9888467
Male,161.37,67.24,89.65247,191.7005763
Male,186.81,76.12,100.05911,208.1585245
Male,172.54,95.96,104.3239,214.7778965
Male,186.45,72.12,98.33499,205.4626014
Female,161.45,64.82,88.68889,190.1532001
Male,171.08,103.63,107.05577,218.9824365
Male,158.36,49.88,81.78328,178.9369858
Male,174.39,76.6,96.93833,203.2700408
Male,168.88,77.36,95.77648,201.4400766
Female,142.5,52.33,78.54581,173.5977097
Female,144.94,66.88,85.11914,184.3835381
Female,161.99,47.6,81.82453,179.004671
Female,149.57,58.53,82.9569,180.8594101
Male,184.19,56.6,91.41493,194.5201395
Male,154.8,88.64,96.60808,202.7504432
Male,171.55,107.01,108.55692,221.2813737
Female,139.15,79.05,88.5264,189.8918505
Female,136.97,61.66,80.86661,177.4306535
Female,137.43,68.45,83.75296,182.1595093
Male,172.55,63.26,91.01767,193.8858028
Male,160.99,83.19,96.04266,201.8598094
Male,185.31,42.54,85.99155,185.799079
Male,175.49,54.7,88.31873,189.5576586
Male,164.33,67.53,90.56082,193.1554577
Female,115.94,74.86,80.624,177.0312679
Female,143.59,44.33,75.58084,168.659384
Male,173.29,86.39,100.62916,209.0473226
Male,170.73,38.61,80.49918,176.8256717
Male,166.78,65.07,90.21375,192.599997
Male,170.31,91.63,101.96618,211.1270289
Female,152.99,52.2,81.29373,178.1330533
Female,146.73,36.78,73.34637,164.9057096
Female,151.3,50.59,80.18723,176.3114969
Female,157.45,58.71,85.13412,184.4078746
Male,169.03,47.67,83.7327,182.1264597
Male,164.48,79.26,95.37498,200.8064086
Male,170.97,83.98,99.02885,206.5489663
Male,170.38,67.19,92.03779,195.5133245
Male,176.37,53.91,88.23216,189.4182882
Female,175.97,65.4,92.80179,196.7292739
Female,148.76,58.97,82.91971,180.7985966
Female,162.47,48.24,82.21317,179.6419537
Female,147.87,76.61,89.86156,192.0357957
Female,158.31,50.54,82.03855,179.3557093
Male,189.83,97.51,109.57118,222.8301631
Male,182.74,79.43,100.31959,208.5648106
Female,153.97,40.04,76.60627,170.3726826
Male,178.98,90.59,103.85779,214.0577873
Male,167.24,81.14,96.87706,203.1736754
Male,169.17,89.97,100.98618,209.6033321
Male,170.19,66.54,91.72251,195.0108037
Female,161.83,76.71,93.62958,198.0439275
Female,158.23,66.27,88.4193,189.7195249
Female,153.68,79.72,92.6786,196.5333797
Female,135.7,59.54,79.66468,175.4490763
Male,179.88,76.72,98.453,205.6475026
Male,162.83,79.34,94.96699,200.1618143
Male,190.08,78.25,101.79911,210.8675295
Male,166.33,60.4,88.19291,189.3550878
Female,153.75,39.29,76.24228,169.7651848
Female,153.16,35.72,74.63176,167.0684666
Female,129.48,55.69,76.43699,170.090245
Female,136.89,59.48,79.95799,175.9333309
Female,142.06,60.65,81.81457,178.9883288
Female,144,61.69,82.75583,180.5305367
Male,191.22,107.33,113.93905,229.459567
Male,171.17,74.57,95.25238,200.6127822
Male,166.14,83.96,97.7311,204.5155405
Female,153.37,77.94,91.87137,195.2481235
Female,144.97,65.45,84.54514,183.4502085
Female,130.59,56.75,77.16478,171.3034327
Male,168.59,91.54,101.47031,210.3565137
Male,170.08,81.62,97.8307,204.6718404
Male,161.04,102.7,103.99658,214.272293
Female,143.02,56.25,80.28009,176.4646065
Female,154.7,54.05,82.50325,180.1171293
Female,151.3,75.07,90.15059,192.4988565
Female,160.4,44.63,80.19121,176.3180601
Male,162.33,44.66,80.71873,177.1872485
Male,163.72,66.02,89.78338,191.910478
Male,186.24,83.87,103.06117,212.8251879
Male,160.9,107.24,105.80698,217.0638307
Male,194.12,62.71,96.55301,202.6637559
Female,148.2,53.85,80.68635,177.1339374
Female,144.52,63.54,83.64762,181.9876494
Female,164.36,79.95,95.62377,201.1991402
Female,151.77,53.05,81.31394,178.1662658
Male,175.41,63.02,91.68361,194.9487716
Male,171.64,52.37,86.34247,186.3674553
Male,186.57,52.71,90.46716,193.0056141
Male,172.06,60.83,89.89783,192.093925
Female,135.23,56.52,78.31005,173.2067648
Female,156.31,51.61,81.94004,179.1941604
Female,176.33,49.43,86.39812,186.4575371
Male,156.1,66.25,87.84245,188.7904641
Male,173.9,76.01,96.56737,202.6863616
Male,158.94,81.61,94.85225,199.9804089
Female,147.41,61.91,83.75584,182.1642072
Female,150.52,59.49,83.60127,181.9120132
Male,168.62,82.83,97.93335,204.8328851
Male,173.12,78.02,97.17718,203.6455587
Female,145.94,55.83,80.88879,177.4671514
Female,157.96,56.74,84.4685,183.3254715
Female,150.77,51.14,80.26957,176.4472631
Female,152.26,61.6,84.92462,184.0674235
Female,149.69,55.3,81.67433,178.7581739
Female,153.66,76.01,91.16329,194.1184061
Female,163.33,63.26,88.55593,189.9393556
Female,155.2,63.69,86.56023,186.7198653
Female,152.98,85.11,94.68543,199.7165664
Female,157.16,59.08,85.20728,184.5267151
Female,153.83,39.29,76.26364,169.8008545
Female,159.67,55.78,84.53435,183.4326488
Female,151.37,58.45,83.40494,181.5915162
Female,152.78,61.6,85.06346,184.293071
Female,149.86,71.7,88.39452,189.679646
Male,171.64,67.38,92.45154,196.172143
Male,171.6,89.63,101.49661,210.3974039
Male,167.81,71.16,92.96739,196.9925051
Male,157.41,75.03,91.76568,195.0796373
Male,174.86,35.64,80.3931,176.6508802
Female,150.08,57.51,82.67793,180.4030684
Male,172.46,79.9,97.76612,204.5705011
Male,178.35,71.66,95.98507,201.7690218
Male,160.99,78.77,94.24372,199.0173959
Male,168.22,87.75,99.82899,207.7993726
Male,172.27,95.49,104.06052,214.3710908
Male,156.51,59.47,85.19246,184.5026436
Male,193.03,55.75,93.42926,197.726057
Female,168.94,64.92,90.72942,193.4250978
Female,141.32,57.4,80.29424,176.4879335
Male,166.25,77.28,95.04171,200.2799182
Male,185.23,48.79,88.51394,189.8718049
Female,134.78,66.86,82.39828,179.9452279
Female,158.57,52.22,82.79173,180.5892699
Female,159.83,69.86,90.30763,192.7502978
Female,145.36,56.85,81.14907,177.8952632
Female,146.89,75.39,89.10336,190.8192941
Male,157.46,79.06,93.41924,197.7101527
Male,174.27,85.69,100.60592,209.0111124
Male,172.55,90.72,102.19389,211.4805456
Female,152.02,56.25,82.68309,180.4115127
Female,170.83,63.47,90.6439,193.2883422
Female,163.25,46.81,81.83942,179.0291011
Male,161.54,89.86,98.9042,206.3539445
Male,185.05,76.95,99.927,207.9523636
Female,144.51,58.5,81.59367,178.6257539
Female,143.11,68.92,85.46081,184.9383496
Female,150.52,62.86,84.97286,184.1458352
Male,176.69,84.85,100.91018,209.4850138
Male,151.97,98.4,99.82479,207.7928157
Male,165.39,101.03,104.47834,215.0163186
Male,169.32,47.43,83.71245,182.0934245
Female,129.04,78.03,85.41189,184.8589463
Female,160.95,75.9,93.06495,197.1475277
Male,154.64,79.92,93.01632,197.0702598
Female,154.55,85.72,95.35289,200.7715257
Female,125.27,75.05,83.19244,181.24441
Female,141.54,49.79,77.25571,171.4548068
Female,162.5,39.29,78.57853,173.6519438
Female,133.99,68.01,82.6554,180.3661969
Female,141.73,40.46,73.50913,165.1800853
Male,173.44,95.32,104.30372,214.7467364
Male,194.23,57.07,94.2869,199.0857804
Female,153.99,63.46,86.14355,186.0453407
Female,157.14,70.24,89.74406,191.8474402
Male,188.02,70.28,98.0053,204.9457402
Male,163.21,69.2,90.94147,193.7640492
Male,189.08,60.31,94.23053,198.9965052
Female,152.59,80.71,92.7905,196.7113234
Female,159.62,67.48,89.2829,191.1075919
Female,143.25,64.36,83.64227,181.9789195
Female,167.63,81.05,96.94456,203.2798385
Male,159.51,102.62,103.55551,213.5903527
Male,156.89,78.02,92.84377,196.7960147
Male,155.68,87.51,96.38313,202.3962648
Female,147.18,69.32,86.7103,186.9626007
Female,139.85,79.4,88.85575,190.4214539
Male,172.45,75.81,96.09882,201.9483296
Male,167.19,66.76,91.01105,193.8752263
Male,160.29,79.32,94.28067,199.0759144
Female,167.7,59.64,88.24938,189.4460137
Female,159.31,69.47,90.01006,192.273757
Female,147.56,44.2,76.58792,170.3420738
Male,173.35,58.26,89.19627,190.9685032
Female,171.98,61.03,89.95787,192.1901372
Female,149.66,63.18,84.87348,183.9842858
Female,143.05,56.83,80.52416,176.8668236
Male,158.77,69.42,89.84553,192.0101029
Male,180.92,73.04,97.23292,203.7331595
Male,179.12,41.24,83.80972,182.2520896
Female,151.33,50.93,80.33362,176.5528479
Female,173.93,65.32,92.22455,195.8107959
Female,153.73,46.52,79.17955,174.6471472
Male,170.33,64.48,90.92147,193.7320886
Male,184.69,82.08,101.91879,211.0534318
Male,178.03,75.52,97.47065,204.106634
Female,165.57,65.12,89.91103,192.115079
Female,146.15,73.85,88.279,189.4937009
Female,146.44,48.92,78.20992,173.0406371
Female,168.22,51.34,85.01012,184.2063919
Male,169.97,86.57,99.81598,207.7790615
Male,161.38,87.24,97.79514,204.6160415
Female,143.11,74.01,87.53244,188.2905396
Female,151.03,50.18,79.94827,175.9172903
Female,159.89,65.86,88.69565,190.1640704
Male,167.54,62.77,89.48057,191.4248346
Male,191.73,64.6,96.68411,202.870104
Female,162.53,58.5,86.40501,186.4686891
Female,167.74,60.71,88.69555,190.1639096
Female,160.88,77.8,93.81956,198.3452334
Female,127.3,49.13,73.18501,164.6335437
Male,169.5,63.47,90.28879,192.7201383
Male,164.72,53.13,84.80415,183.8715568
Female,152.62,53.17,81.58973,178.6192848
Female,141.75,65.41,83.66912,182.0227306
Female,175.31,54.45,88.16892,189.3164556
Male,175.09,71.39,95.00476,200.2215172
Female,164.73,64.46,89.41813,191.3246429
Female,145.06,67.56,85.42794,184.8849987
Female,148.21,50.97,79.51686,175.2048567
Male,166.39,121.98,113.27199,228.4512938
Male,170.01,61.17,89.48886,191.4381355
Male,177.82,52.37,87.99253,189.0323258
Male,155.21,63.03,86.29428,186.2894374
Male,163.24,60.13,87.25799,187.84759
Female,147.23,80.2,91.15181,194.1000721
Female,151.11,42.27,76.75026,170.612802
Female,128.89,60.18,78.10689,172.8696423
Female,152.34,50.74,80.52596,176.8697888
Male,184.09,92.51,106.0036,217.3662861
Male,172.38,78.8,97.29706,203.8339461
Male,168.75,91.74,101.59443,210.5494676
Male,170.4,83.71,98.76677,206.1388564
Female,142.56,52.48,78.62288,173.725446
Female,164.21,62.54,88.49785,189.8459182
Female,157.52,45.13,79.62575,175.3847694
Female,167.58,79.42,96.2678,202.2146003
Female,150.38,49.15,79.35551,174.938154
Male,187.92,75.85,100.24559,208.4494153
Male,187.83,102.41,111.03148,225.0537846
Female,140.69,58.12,80.41907,176.6936772
Female,167.64,52.05,85.14423,184.4242988
Female,142.32,55.19,79.66177,175.4442696
Male,188.07,77.35,100.89614,209.4631536
Male,178.93,70.57,95.6963,201.3135855
Male,172.72,35.32,79.69148,175.4933416
Male,184.71,84.39,102.8643,212.520207
Male,155.17,89.21,96.93886,203.2708743
Male,187.9,88.32,105.31554,216.3072461
Female,154.21,41.44,77.24015,171.4289067
Female,157.24,58.14,84.84606,183.9397043
Female,143.63,37.77,72.9216,164.1889275
Female,139.79,61.68,81.62769,178.6816087
Female,137.93,75.13,86.60522,186.7926468
Female,165.9,62.56,88.95722,190.5845214
Male,165.34,65.93,90.17929,192.5448171
Female,156.86,61.34,86.047,185.8889285
Male,167.77,85.94,98.97217,206.4602949
Male,166.74,40.36,80.1461,176.2436667
Male,159.2,52.71,83.15937,181.1903721
Male,173.33,64.14,91.58409,194.7900414
Male,177.14,73.4,96.37018,202.375869
Male,175.91,48.81,86.03364,185.8672817
Female,149.14,63.59,84.90151,184.0298554
Female,157.12,69.36,89.38056,191.2643494
Female,157.7,48.85,81.18785,177.9590196
Female,153.33,66.82,87.33485,187.9716736
Male,169.91,67.55,92.05882,195.5468286
Male,166.22,76.68,94.7895,199.8811771
Male,171.77,71.52,94.17123,198.9025753
Female,152.02,45.92,78.47878,173.4865882
Female,157.87,46.52,80.28493,176.4725856
Male,182.65,79.41,100.28742,208.5146475
Male,161.87,71.16,91.38141,194.4666421
Male,161,73.67,92.17069,195.7250231
Male,175.25,88.1,101.84845,210.9441773
Male,183.09,85.6,102.92423,212.6130629
Male,193.8,59.01,94.96167,200.1534045
Female,155.76,71.53,89.90063,192.0984123
Male,192.23,69.69,98.88924,206.3305346
Female,157.75,57.92,84.89269,184.0155167
Female,152.69,50.98,80.71709,177.1845485
Female,143.46,45.75,76.12407,169.5677369
Male,170.22,49.09,84.62837,183.5856393
Male,185.54,64.78,95.10464,200.3793685
Female,169.59,59.31,88.6197,190.0419293
Female,170.5,52,85.8875,185.6304405
Male,179.79,70.01,95.698,201.3162677
Male,179.02,96.5,106.27384,217.7817604
Male,171.82,84.93,99.64245,207.5080848
Female,142.69,63.84,83.28111,181.3892741
Male,175.17,82.76,99.65371,207.5256715
Male,164.39,54.68,85.34689,184.7534255
Male,171.39,96.39,104.19186,214.5739852
Male,175.92,82.46,99.73186,207.6477182
Male,179.06,62.35,92.38547,196.0669886
Male,171.63,102.02,106.54735,218.2019933
Female,152.96,50.49,80.58975,176.9748612
Female,147.51,58.1,82.23187,179.6725986
Male,175.29,86.34,101.14281,209.8471066
Male,184.23,88.52,104.41705,214.9217106
Female,161.87,80.03,94.9915,200.2005578
Female,151.35,35.47,74.04674,166.0852946
Female,156.15,48.41,80.59492,176.9833761
Female,146.89,42.76,75.82295,169.0644251
Female,151.32,57.22,82.89098,180.7516122
Female,139.66,48.29,76.14325,169.5997788
Male,178.04,67.51,94.21325,198.9691356
Male,146.88,78.39,90.32169,192.7728044
Male,164.81,89.24,99.52495,207.3245351
Male,183.62,78.57,100.20453,208.3853773
Male,184.12,91.9,105.76334,216.9966814
Female,143.67,79.15,89.77394,191.8953445
Female,172,54.68,87.37876,188.0425501
Female,161.78,56.91,85.55763,185.0954672
Female,154.76,64.01,86.57299,186.7405084
Female,159.35,47.31,81.00162,177.6527778
Male,162.55,71.29,91.61588,194.8407498
Male,188.97,73.52,99.57763,207.4068345
Male,182.8,109.88,112.72876,227.6290949
Male,184.56,37.57,83.76851,182.1848742
Female,146.34,59.44,82.46486,180.0542673
Female,143.39,69.27,85.67802,185.2907717
Female,156.1,48.33,80.54901,176.9077583
Female,157.87,50.89,82.06352,179.3966505
Female,164.89,59.26,87.34445,187.98717
Female,151.89,43.19,77.33296,171.5833723
Male,158.67,60.3,86.10699,185.9861182
Male,192.91,76.13,101.69188,210.7009197
Male,167.96,78.21,95.87679,201.5982872
Female,143.79,60.21,82.0974,179.4521957
Male,167.58,108.83,108.23767,220.7931269
Male,171.51,89.66,101.48479,210.379027
Male,160.82,70.01,90.63301,193.2709257
Male,175.32,92.43,103.62945,213.7047223
Male,156.76,70.03,89.55713,191.5476595
Male,171.73,52.17,86.2851,186.2745741
Female,155.54,72.82,90.36692,192.8452003
Female,164.6,73.3,92.9813,197.0146105
Male,179.52,68.29,94.92587,200.0968094
Male,185.34,56.26,91.5836,194.7892598
Male,173.93,83.22,99.50985,207.300943
Male,168.92,68.24,92.07532,195.5731144
Female,147.89,69.5,86.97313,187.3874706
Female,156.77,47.79,80.50812,176.8403998
Female,150.56,49.66,79.61114,175.3606337
Female,169.54,74.02,94.59332,199.5708355
Female,146.66,63.9,84.36552,183.1578196
Male,160.65,24.14,71.91853,162.4921277
Male,164.89,106.55,106.59148,218.2697713
Male,157.74,95.91,100.35195,208.615266
Male,147.84,70.85,87.50923,188.2530932
Male,166.08,80.18,96.17662,202.0709377
Male,160.73,97.77,101.9073,211.0355864
Male,179.78,115.05,114.02661,229.5918057
Female,152.52,85.35,94.66029,199.6767949
Female,145.73,59.41,82.28978,179.7674881
Female,145.99,65.87,84.98842,184.1711249
Male,176.04,73.03,95.92589,201.6757135
Male,160.65,64.16,88.20667,189.3772449
Male,174.69,89.17,102.13442,211.3882383
Male,160.02,89.58,98.3844,205.5400251
Male,188.66,66.89,96.79645,203.0468688
Female,167.48,45.69,82.51299,180.133077
Female,153.23,55.09,82.53404,180.1675414
Male,160.12,62.97,87.58083,188.3686028
Male,143.81,73.38,87.46293,188.1783866
Male,168.33,94.33,102.53642,212.0119482
Male,166.49,76.26,94.69065,199.7248241
Female,117.23,70.28,79.10437,174.5227635
Female,155.56,72.59,90.27865,192.7039053
Female,153.75,68.66,88.19587,189.3598542
Female,136.8,51.98,76.88146,170.8314946
Male,173.54,95.08,104.23274,214.6371237
Male,169.8,85.9,99.4979,207.2822719
Female,161.77,58.85,86.34454,186.3708063
